param m := 100;

param n := 100;


param fixo := 200 ;

param CAP := 20;

param matrix :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	:=
70	5	0	0	0	4	4	3	4	3	3	6	4	0	4	0	2	3	5	2	0	6	0	0	2	0	5	4	1	0	3	0	0	5	4	2	0	4	3	5	3	4	0	0	2	3	5	2	4	3	4	5	0	0	4	6	1	0	2	0	4	4	3	0	2	5	1	1	2	1	0	2	2	5	0	0	2	4	0	3	0	5	3	4	4	0	3	2	4	4	5	5	4	4	0	0	0	4	4	0	4	
71	0	4	3	4	1	5	3	0	1	0	4	3	5	4	0	1	5	3	0	1	2	6	0	1	5	4	2	4	3	4	0	0	1	0	6	2	0	3	0	3	4	6	0	0	5	0	3	5	3	3	2	0	0	4	4	3	0	6	5	2	3	3	6	0	5	0	1	1	1	0	5	1	0	4	6	1	6	0	5	5	0	0	0	0	3	5	0	0	0	0	0	5	5	5	0	2	4	0	0	2	
72	4	0	4	1	2	4	0	3	4	4	5	3	4	0	3	0	0	2	2	2	2	2	6	0	3	4	0	5	5	2	5	4	0	4	5	1	2	6	0	0	0	3	5	0	0	5	0	2	0	4	0	3	4	6	4	4	3	6	1	0	6	1	2	0	5	5	0	0	0	5	5	0	2	0	3	4	3	0	2	0	3	3	3	6	1	0	0	3	5	5	4	5	5	2	5	2	2	5	5	0	
73	0	4	2	5	2	2	2	3	2	5	5	6	2	6	6	2	0	0	5	5	0	2	5	0	0	4	4	4	0	0	3	0	2	2	5	3	0	5	4	5	5	3	6	0	5	1	5	0	4	5	5	0	2	4	5	2	6	6	3	0	4	0	0	1	1	0	4	0	5	5	1	0	0	2	0	0	4	6	2	3	2	0	5	5	4	5	0	0	5	0	4	0	6	4	1	2	1	0	3	0	
74	2	2	4	4	3	4	4	5	2	0	0	5	0	5	0	0	6	5	0	6	4	3	1	0	0	2	2	0	0	3	0	4	3	3	0	4	1	4	3	4	0	3	3	3	1	0	4	0	2	3	0	5	4	1	6	3	0	0	3	3	6	4	3	2	0	5	5	2	3	0	3	0	0	6	0	4	6	6	0	0	3	0	0	2	2	4	0	0	0	0	1	0	4	3	3	0	3	6	1	2	
75	6	2	1	6	3	6	4	0	3	0	0	2	3	3	0	0	1	3	2	5	5	0	0	3	1	4	3	4	2	2	0	3	0	5	4	6	6	1	3	5	4	5	0	0	2	0	2	3	0	5	0	5	5	5	4	0	0	3	1	0	4	2	5	2	4	0	3	6	0	2	0	5	4	2	0	4	3	5	5	0	4	2	2	0	6	0	0	0	3	0	5	4	0	2	0	0	0	0	0	5	
76	4	3	0	2	0	2	0	0	0	0	6	0	6	4	4	3	5	4	5	5	0	4	2	0	6	0	2	1	6	5	3	3	4	4	5	0	0	0	0	4	0	3	0	3	0	2	0	4	5	0	5	5	0	3	4	2	0	3	5	1	3	0	0	6	0	0	2	6	4	2	3	6	3	0	4	0	0	2	3	6	0	0	6	2	5	0	0	2	4	0	1	0	0	2	4	1	3	5	1	0	
77	0	6	3	3	0	5	0	1	4	3	4	4	0	1	4	0	0	6	4	1	0	2	6	2	2	4	5	0	4	4	5	0	2	5	0	0	0	2	6	0	2	4	1	0	3	0	0	6	4	3	3	2	0	0	3	3	5	5	0	5	1	2	1	0	1	5	4	2	0	0	0	0	5	0	0	2	6	0	0	4	3	1	2	0	0	3	4	5	5	3	5	1	0	2	2	0	4	5	0	3	
78	0	0	2	6	6	5	2	2	5	5	2	0	4	0	3	3	5	3	0	4	3	2	6	0	3	0	0	2	1	0	0	4	1	4	3	6	3	3	1	3	2	5	3	0	5	5	5	6	3	0	0	0	1	5	0	1	5	2	0	3	3	2	5	3	3	1	5	0	4	0	3	0	0	0	2	4	3	2	5	0	3	5	3	5	0	0	3	5	2	0	0	0	5	6	3	5	2	0	2	6	
79	0	0	2	0	4	6	6	5	2	3	6	0	2	1	2	5	0	0	1	5	2	0	1	0	0	4	5	3	6	0	4	0	3	0	2	1	5	4	0	0	0	3	3	4	5	5	0	1	5	2	1	2	0	4	0	5	3	0	0	0	4	5	5	0	6	4	0	4	3	0	0	6	3	0	2	0	6	0	5	2	4	5	3	5	0	1	3	1	6	2	0	4	2	0	4	5	0	0	4	3	
80	0	6	1	2	0	0	6	2	0	4	0	5	4	5	2	0	0	3	0	0	3	2	3	0	1	6	4	2	0	4	2	0	6	5	3	5	6	1	4	5	3	3	5	3	2	0	0	0	0	5	2	1	0	3	1	5	4	0	3	3	2	5	6	1	0	0	0	4	5	2	3	0	0	2	0	5	4	0	3	5	5	1	0	3	2	0	3	0	2	1	2	6	4	2	5	0	0	1	4	3	
81	1	4	6	4	4	4	5	3	3	2	3	5	0	1	0	0	0	4	0	5	1	4	5	0	2	6	1	2	2	5	0	3	0	0	3	1	0	0	0	0	4	2	3	3	5	4	3	4	3	0	3	4	2	0	1	3	0	0	3	0	0	0	0	4	5	1	0	3	4	0	4	6	1	0	0	0	3	6	0	2	2	5	3	0	4	4	0	0	2	6	0	6	4	4	3	3	0	0	2	4	
82	3	4	1	1	2	4	2	5	3	3	3	0	4	5	6	5	0	1	5	5	5	2	4	2	4	5	4	5	5	6	0	5	3	5	2	0	2	0	1	1	0	2	0	0	2	3	0	3	2	2	3	2	0	5	0	5	4	3	0	5	2	0	5	2	6	2	5	0	0	3	3	2	0	4	1	3	2	3	1	3	5	3	4	0	0	3	4	0	5	5	3	0	0	0	6	0	2	3	1	6	
83	3	5	3	4	0	0	0	0	6	0	1	5	3	0	0	0	4	4	3	3	4	4	4	2	4	3	3	5	5	5	1	0	1	0	4	4	5	0	5	0	0	0	5	1	0	3	1	0	5	0	0	2	6	2	6	6	6	0	3	2	2	0	1	0	3	3	4	5	4	2	6	3	5	0	0	0	3	0	0	2	2	2	0	1	6	1	2	0	4	5	0	3	2	6	2	2	4	2	2	0	
84	6	0	3	3	5	0	5	2	4	4	5	0	6	0	1	5	0	4	0	0	5	3	5	4	4	4	3	1	5	4	0	4	3	1	0	3	4	3	6	1	0	1	5	4	3	2	0	4	5	5	0	4	1	6	2	0	5	0	5	6	3	2	1	1	3	0	0	6	0	5	0	2	2	3	5	0	4	1	2	3	1	2	4	2	0	2	2	3	5	4	3	4	0	5	5	4	5	0	6	0	
85	0	1	0	3	6	1	4	0	1	2	0	2	1	2	2	2	5	3	2	3	0	0	0	5	5	0	2	3	3	5	5	0	1	1	0	3	5	1	4	2	5	4	3	0	0	3	5	5	3	3	4	6	6	0	0	4	3	3	0	1	0	2	6	1	0	1	4	2	0	3	4	3	3	3	0	5	4	6	3	0	6	4	4	0	6	5	0	1	2	0	6	0	2	5	2	0	4	5	2	2	
86	0	0	2	6	4	3	0	3	0	5	0	5	3	5	3	1	3	0	5	5	0	0	5	2	3	5	0	0	0	6	2	1	0	6	5	3	3	0	0	0	6	4	5	2	6	0	1	0	5	3	0	3	4	2	0	5	2	0	2	0	0	4	4	3	4	2	6	0	4	0	0	2	4	0	0	0	5	4	2	2	3	2	4	6	0	2	4	5	0	2	0	4	3	6	1	4	5	0	5	5	
87	4	6	5	0	0	0	5	2	5	0	4	0	5	4	4	6	0	2	0	3	0	0	1	0	0	0	3	5	1	3	6	0	5	3	5	4	6	3	2	0	5	4	2	1	3	3	2	4	3	4	5	2	4	0	3	3	3	2	2	5	5	4	4	5	4	0	0	5	3	4	4	3	0	5	4	4	2	0	0	4	4	3	2	5	2	0	0	5	2	3	4	4	4	0	4	2	5	0	0	5	
88	4	2	2	5	5	1	3	3	3	0	0	0	5	5	0	3	2	3	4	0	4	0	4	3	2	0	0	0	2	5	3	1	3	3	3	3	0	1	6	5	0	0	2	3	0	1	5	0	6	4	3	0	5	5	1	0	2	0	2	2	6	3	0	0	2	2	2	0	0	1	0	2	4	0	1	2	0	4	5	5	0	1	5	5	2	5	0	5	1	2	6	0	2	3	5	2	4	5	1	4	
89	3	4	0	5	1	0	2	4	5	2	0	3	2	0	0	3	0	4	0	3	3	0	0	5	0	1	6	0	0	0	3	6	5	2	4	4	2	5	0	4	3	6	4	4	4	0	0	2	4	0	5	0	0	2	2	6	1	1	4	5	0	3	3	3	5	0	2	0	1	4	5	0	5	4	4	2	0	0	6	0	0	3	1	5	4	3	2	6	5	2	2	2	0	1	3	6	1	2	0	2	
90	0	0	3	0	2	4	1	6	4	3	6	4	0	2	6	0	2	0	0	3	0	2	0	3	0	0	2	4	2	0	3	1	5	2	5	2	2	0	0	0	3	2	2	1	0	4	4	5	0	2	0	2	2	2	2	0	3	0	3	3	0	0	2	0	5	6	1	3	0	2	3	1	3	4	4	6	0	2	2	0	0	5	0	0	0	2	0	0	0	4	3	4	1	4	2	1	0	5	1	0	
91	0	6	0	5	3	0	6	0	5	2	0	4	0	5	5	4	6	4	0	2	5	0	3	5	0	3	0	2	4	5	3	0	5	0	0	4	5	0	0	4	0	0	0	6	0	3	4	6	0	0	0	2	5	0	3	5	0	5	3	5	2	6	5	3	0	5	6	0	2	0	0	0	4	0	2	6	2	4	0	0	4	0	0	2	6	2	5	2	4	4	6	1	0	2	2	3	5	5	5	5	
92	6	4	3	4	4	5	2	0	4	5	0	2	0	0	1	4	1	4	0	6	6	3	5	2	2	0	5	2	0	0	4	0	0	1	2	5	0	2	0	0	2	3	0	3	4	3	4	3	0	5	5	0	5	5	6	5	0	0	0	0	4	6	0	0	0	5	2	4	4	3	0	4	0	4	0	3	0	4	0	1	3	4	6	2	0	1	0	1	0	5	4	2	4	0	5	5	6	1	5	0	
93	5	0	2	0	0	3	0	4	2	0	0	2	2	2	4	0	0	4	5	3	0	4	5	0	0	0	2	6	0	0	1	4	6	5	4	4	3	0	0	4	3	5	0	5	0	0	5	2	1	2	4	2	1	1	5	1	0	2	0	0	2	6	4	3	2	2	3	0	0	0	4	6	5	6	0	4	4	2	3	6	2	5	0	0	0	2	0	3	1	1	3	0	0	6	4	0	2	2	3	0	
94	0	2	5	1	0	5	6	3	2	5	0	2	0	3	0	4	0	4	5	5	2	4	0	3	2	0	3	2	5	0	4	4	2	4	0	1	6	5	3	6	4	3	1	1	0	3	2	3	5	3	0	5	4	5	4	2	0	0	3	4	0	2	0	0	4	4	3	2	3	1	0	4	0	6	3	5	4	2	0	3	0	0	2	3	6	4	2	0	6	1	0	0	3	4	2	0	4	3	3	0	
95	1	0	5	2	1	0	0	5	1	0	3	0	4	0	4	4	0	0	0	3	3	3	4	5	4	0	0	4	3	2	0	2	0	5	5	4	6	5	3	2	0	5	2	0	2	3	0	3	3	0	5	2	3	4	3	0	2	0	0	0	4	2	3	0	3	3	2	3	0	5	2	0	4	0	4	0	3	0	4	6	4	0	0	3	0	4	3	5	0	5	5	0	4	5	0	0	4	1	2	0	
96	3	0	2	0	4	5	0	0	5	2	0	0	4	3	0	0	0	4	6	0	0	1	3	3	2	0	4	0	4	1	4	4	3	4	3	5	5	5	5	1	5	0	0	3	0	0	0	0	1	0	2	0	3	1	4	3	0	0	4	0	4	0	3	4	0	3	5	0	0	3	4	0	3	2	5	6	4	0	3	2	1	4	4	5	0	2	5	5	3	1	0	5	3	0	2	5	4	2	4	5	
97	2	3	5	0	0	6	3	0	0	2	5	3	3	5	2	0	0	0	6	0	0	0	2	3	3	1	0	0	0	3	0	0	5	3	3	4	0	0	0	0	2	0	3	0	6	5	2	4	1	0	0	2	0	3	3	0	3	0	1	4	5	0	2	3	2	4	3	0	3	3	3	5	5	0	3	0	0	0	2	5	5	0	6	3	3	6	3	5	6	2	4	4	0	0	0	0	3	4	5	0	
98	2	5	3	0	5	1	3	0	2	5	2	6	0	2	4	1	5	1	0	3	6	0	5	4	1	6	4	2	3	0	4	3	3	4	5	2	5	0	0	0	3	3	4	5	1	6	5	1	4	0	0	0	3	6	3	0	5	6	6	3	0	6	2	4	3	2	2	4	5	0	0	0	0	1	2	2	0	5	0	0	2	1	0	3	0	2	1	4	6	0	0	1	3	4	2	4	0	1	2	6	
99	0	0	2	5	0	0	3	0	0	4	1	2	1	0	5	0	2	2	5	0	5	0	3	2	6	3	3	4	1	0	4	3	4	0	0	6	1	0	0	3	0	6	4	6	0	2	4	2	1	5	0	3	3	3	1	5	2	0	1	0	5	6	6	5	6	2	3	2	6	3	1	0	0	1	2	3	3	2	0	4	0	4	2	6	0	2	2	0	0	3	5	3	4	2	0	0	5	0	6	1	
100	0	5	4	2	3	5	5	0	0	3	5	4	2	5	0	0	0	0	5	3	5	2	0	2	0	3	0	5	2	3	2	0	2	1	0	3	4	0	0	0	3	4	0	0	2	0	5	0	3	0	5	3	0	3	4	0	2	4	0	2	5	1	3	0	5	3	2	3	3	1	3	4	0	4	2	0	3	0	2	0	3	0	4	0	3	4	5	2	0	0	1	5	0	4	6	2	0	0	2	4	
;																																																																																																					
